,Mtb Area (µm),ID,Acquisition ID,Compound,Concentration,Strain
773968,0.0,86.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
774118,0.0,85.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
774268,0.0,82.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
774418,0.0,79.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
774710,0.0,121.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
774860,0.0,111.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
775010,0.0,108.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
775257,0.0,98.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
775486,0.0,24.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
775636,0.0,22.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
775786,0.0,18.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
775936,0.0,15.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
776086,0.0,13.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
776404,0.0,4.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
776554,0.0,61.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
776704,0.0,60.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
776982,0.0,54.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
777318,0.0,41.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
777544,0.0,130.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
777693,0.0,132.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
777841,0.0,181.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
778065,0.0,194.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
778483,0.0,322.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
779052,0.0,580.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
779367,0.0,670.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
779479,0.0,701.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
779589,0.0,715.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
779778,0.0,834.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
779879,0.0,852.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
779977,0.0,893.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
780074,0.0,900.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
780239,0.0,1004.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
780322,0.0,1031.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
780478,0.0,1124.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
780552,0.0,1143.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
780625,0.0,1163.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
780695,0.0,1201.3.1.ND0002,"(3, 1)",CTRL,EC0,UNI
780845,0.0,93.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
780995,0.0,86.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
781278,0.0,78.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
781530,0.0,71.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
781680,0.0,65.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
782219,0.0,120.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
782488,0.0,2.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
782786,0.0,98.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
783039,0.0,31.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
783320,0.0,26.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
783470,0.0,25.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
783817,0.0,9.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
784191,0.0,60.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
784341,0.0,57.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
784491,0.0,49.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
784848,0.0,40.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
785085,0.0,45.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
785463,0.0,203.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
785839,0.0,406.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
785971,0.0,419.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
786228,0.0,454.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
786355,0.0,491.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
786907,0.0,846.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
787003,0.0,896.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
787192,0.0,906.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
787373,0.0,929.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
787460,0.0,1006.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
787624,0.0,1060.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
787699,0.0,1151.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
787773,0.0,1157.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
787845,0.0,1186.3.2.ND0002,"(3, 2)",CTRL,EC0,UNI
788209,0.0,153.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
788617,4.156813948233239,190.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
789124,3.017042398452759,180.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
789443,55.625322135228664,45.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
789709,148.0138644040255,5.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
789859,0.0,6.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
790182,0.0,81.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
790412,75.24727184785654,93.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
791051,17.185967345114843,226.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
791199,64.54235850805158,305.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
791742,0.0,394.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
791887,12.537487230961544,426.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
792877,3.888632403185933,669.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
793013,0.0,675.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
793301,104.65784795471106,780.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
793584,154.9195391889936,805.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
793713,0.11174231043637739,882.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
793920,0.0,1029.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
794213,0.0,1101.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
794600,9.296960228306599,1311.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
794714,0.0,1304.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
794898,155.90287152083374,1341.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
795081,13.54316802488894,1419.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
795518,9.699232545877557,1483.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
795619,4.268556258669617,1601.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
795718,323.9409579550581,1614.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
795816,129.151762402365,1694.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
795913,5.408327825120666,1711.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
796095,411.6810201097016,1743.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
796189,0.0,1770.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
796428,1.5867408081965588,1879.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
796519,61.59236151253122,1865.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
796609,11.040140271114087,1894.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
796698,139.3650095762499,1916.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
796786,1.921967739505691,1953.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
796874,33.05337542708043,1937.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
797033,0.0,1971.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
797116,152.2824206626951,2031.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
797199,12.805668776008849,2059.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
797350,0.0,2195.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
797497,0.0,2236.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
797645,0.0,2255.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
797719,23.3317944191156,2253.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
797792,0.0,2283.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
797864,188.95624694791417,2314.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
798004,53.5916120852866,2386.3.3.ND0002,"(3, 3)",CTRL,EC0,WT
798598,0.022348462087275478,131.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
798748,117.91048597246542,200.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
798898,7.464386337150009,223.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
799160,100.56807708740234,183.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
799581,0.0,35.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
800014,0.0,6.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
800336,56.65335139124333,23.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
800667,0.0,63.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
801211,0.0,311.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
802167,60.810165339476576,824.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
802301,0.0,793.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
802434,12.492790306786992,852.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
802790,0.0,871.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
802921,25.276110620708565,919.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
803158,174.36270120492327,1011.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
803403,0.4916661659200605,1066.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
803528,198.27555563830805,1074.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
803647,35.80223626381532,1270.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
803765,0.0,1295.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
804296,12.269305685914237,1406.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
804407,4.871964735026054,1519.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
804587,1.8325738911565892,1603.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
804762,2.4136339054257516,1646.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
804864,121.77676991356408,1740.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
804965,0.0,1754.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
805160,0.0,1794.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
805260,74.17454566766732,1781.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
805359,5.274237052597012,1816.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
805458,61.994633830102174,1807.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
805557,0.0,1797.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
805718,0.0,1998.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
805805,0.0,2107.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
805892,3.9780262515350353,2105.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
805977,0.0,2142.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
806141,0.0,2213.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
806222,0.0,2242.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
806303,49.41244967496608,2237.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
806380,88.29877370682541,2341.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
806457,0.0,2343.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
806533,435.7056168535227,2353.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
806607,0.0,2413.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
806680,199.16949412179906,2438.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
806750,0.0,2482.3.4.ND0002,"(3, 4)",CTRL,EC0,WT
807049,0.0,164.3.5.ND0002,"(3, 5)",PZA,EC50,WT
807272,0.0,148.3.5.ND0002,"(3, 5)",PZA,EC50,WT
807513,15.778014183044434,241.3.5.ND0002,"(3, 5)",PZA,EC50,WT
807663,0.7374992488800908,226.3.5.ND0002,"(3, 5)",PZA,EC50,WT
807813,0.0,245.3.5.ND0002,"(3, 5)",PZA,EC50,WT
807963,0.0,249.3.5.ND0002,"(3, 5)",PZA,EC50,WT
808322,0.0,207.3.5.ND0002,"(3, 5)",PZA,EC50,WT
808472,6.257569384437134,223.3.5.ND0002,"(3, 5)",PZA,EC50,WT
809048,0.0,6.3.5.ND0002,"(3, 5)",PZA,EC50,WT
809198,0.0,7.3.5.ND0002,"(3, 5)",PZA,EC50,WT
809427,5.028403969636982,20.3.5.ND0002,"(3, 5)",PZA,EC50,WT
809659,104.79193872723472,101.3.5.ND0002,"(3, 5)",PZA,EC50,WT
809914,0.0,119.3.5.ND0002,"(3, 5)",PZA,EC50,WT
810154,143.34303582778492,75.3.5.ND0002,"(3, 5)",PZA,EC50,WT
810304,0.0,82.3.5.ND0002,"(3, 5)",PZA,EC50,WT
811135,3.6651477823131784,741.3.5.ND0002,"(3, 5)",PZA,EC50,WT
811490,128.61539931227037,977.3.5.ND0002,"(3, 5)",PZA,EC50,WT
811700,58.88819759997089,975.3.5.ND0002,"(3, 5)",PZA,EC50,WT
811828,0.0,997.3.5.ND0002,"(3, 5)",PZA,EC50,WT
812229,2.8382546850839856,1102.3.5.ND0002,"(3, 5)",PZA,EC50,WT
812503,37.388977072011876,1218.3.5.ND0002,"(3, 5)",PZA,EC50,WT
812621,0.0,1284.3.5.ND0002,"(3, 5)",PZA,EC50,WT
812739,0.0,1288.3.5.ND0002,"(3, 5)",PZA,EC50,WT
812857,80.54385736254082,1269.3.5.ND0002,"(3, 5)",PZA,EC50,WT
813043,36.69617474730634,1420.3.5.ND0002,"(3, 5)",PZA,EC50,WT
813155,13.565516486976215,1451.3.5.ND0002,"(3, 5)",PZA,EC50,WT
813345,0.0,1563.3.5.ND0002,"(3, 5)",PZA,EC50,WT
813452,155.72408382413553,1571.3.5.ND0002,"(3, 5)",PZA,EC50,WT
813555,0.0,1668.3.5.ND0002,"(3, 5)",PZA,EC50,WT
813654,1.2515138768874268,1774.3.5.ND0002,"(3, 5)",PZA,EC50,WT
813746,132.63812248797996,1879.3.5.ND0002,"(3, 5)",PZA,EC50,WT
813841,0.0,1865.3.5.ND0002,"(3, 5)",PZA,EC50,WT
813928,0.0,2096.3.5.ND0002,"(3, 5)",PZA,EC50,WT
814012,39.95905021204855,2156.3.5.ND0002,"(3, 5)",PZA,EC50,WT
814242,0.0,2341.3.5.ND0002,"(3, 5)",PZA,EC50,WT
814317,142.7172788893412,2365.3.5.ND0002,"(3, 5)",PZA,EC50,WT
814391,0.0,2379.3.5.ND0002,"(3, 5)",PZA,EC50,WT
814465,0.0,2385.3.5.ND0002,"(3, 5)",PZA,EC50,WT
814615,81.63893200481732,166.3.6.ND0002,"(3, 6)",PZA,EC50,WT
814764,5.497721673469767,152.3.6.ND0002,"(3, 6)",PZA,EC50,WT
815397,0.0,137.3.6.ND0002,"(3, 6)",PZA,EC50,WT
815832,0.0,185.3.6.ND0002,"(3, 6)",PZA,EC50,WT
816058,3.9109808652732085,198.3.6.ND0002,"(3, 6)",PZA,EC50,WT
816208,20.47119140625,202.3.6.ND0002,"(3, 6)",PZA,EC50,WT
816470,48.496162729387784,44.3.6.ND0002,"(3, 6)",PZA,EC50,WT
816619,1.8549223532438646,47.3.6.ND0002,"(3, 6)",PZA,EC50,WT
816769,8.000749427244621,50.3.6.ND0002,"(3, 6)",PZA,EC50,WT
817121,0.0,16.3.6.ND0002,"(3, 6)",PZA,EC50,WT
817271,8.559460979426508,3.3.6.ND0002,"(3, 6)",PZA,EC50,WT
817558,0.0,8.3.6.ND0002,"(3, 6)",PZA,EC50,WT
817708,2.435982367513027,10.3.6.ND0002,"(3, 6)",PZA,EC50,WT
818079,0.0,97.3.6.ND0002,"(3, 6)",PZA,EC50,WT
818229,0.0,102.3.6.ND0002,"(3, 6)",PZA,EC50,WT
818514,0.0,114.3.6.ND0002,"(3, 6)",PZA,EC50,WT
818664,0.0,119.3.6.ND0002,"(3, 6)",PZA,EC50,WT
818920,9.118172531608394,87.3.6.ND0002,"(3, 6)",PZA,EC50,WT
819214,3.017042398452759,565.3.6.ND0002,"(3, 6)",PZA,EC50,WT
819354,0.0,575.3.6.ND0002,"(3, 6)",PZA,EC50,WT
819753,3.843935479011382,712.3.6.ND0002,"(3, 6)",PZA,EC50,WT
819887,14.884075750125469,734.3.6.ND0002,"(3, 6)",PZA,EC50,WT
820192,11.688245671645076,835.3.6.ND0002,"(3, 6)",PZA,EC50,WT
820393,0.46931770383278504,865.3.6.ND0002,"(3, 6)",PZA,EC50,WT
820519,0.0,944.3.6.ND0002,"(3, 6)",PZA,EC50,WT
820713,0.0,1010.3.6.ND0002,"(3, 6)",PZA,EC50,WT
821034,104.12148486461645,1160.3.6.ND0002,"(3, 6)",PZA,EC50,WT
821148,0.0,1222.3.6.ND0002,"(3, 6)",PZA,EC50,WT
821421,67.53705242774649,1450.3.6.ND0002,"(3, 6)",PZA,EC50,WT
821524,22.057932080140898,1498.3.6.ND0002,"(3, 6)",PZA,EC50,WT
821620,139.83432728008268,1679.3.6.ND0002,"(3, 6)",PZA,EC50,WT
821716,0.7374992488800908,1680.3.6.ND0002,"(3, 6)",PZA,EC50,WT
821901,158.13771772956127,1701.3.6.ND0002,"(3, 6)",PZA,EC50,WT
821995,2.391285443338476,1730.3.6.ND0002,"(3, 6)",PZA,EC50,WT
822088,118.02222828290179,1715.3.6.ND0002,"(3, 6)",PZA,EC50,WT
822181,0.0,1742.3.6.ND0002,"(3, 6)",PZA,EC50,WT
822273,60.13971147685831,1786.3.6.ND0002,"(3, 6)",PZA,EC50,WT
822365,2.234846208727548,1763.3.6.ND0002,"(3, 6)",PZA,EC50,WT
822455,0.24583308296003026,1809.3.6.ND0002,"(3, 6)",PZA,EC50,WT
822541,15.66627192318011,1891.3.6.ND0002,"(3, 6)",PZA,EC50,WT
822628,98.9813385845431,1880.3.6.ND0002,"(3, 6)",PZA,EC50,WT
822713,0.0,1921.3.6.ND0002,"(3, 6)",PZA,EC50,WT
822797,0.0,1945.3.6.ND0002,"(3, 6)",PZA,EC50,WT
822880,87.44953214750895,1998.3.6.ND0002,"(3, 6)",PZA,EC50,WT
823040,0.0,1980.3.6.ND0002,"(3, 6)",PZA,EC50,WT
823121,0.0,2035.3.6.ND0002,"(3, 6)",PZA,EC50,WT
823202,0.0,2017.3.6.ND0002,"(3, 6)",PZA,EC50,WT
823362,41.992760261990625,2066.3.6.ND0002,"(3, 6)",PZA,EC50,WT
823441,22.124977466402722,2079.3.6.ND0002,"(3, 6)",PZA,EC50,WT
823520,52.4965374430101,2070.3.6.ND0002,"(3, 6)",PZA,EC50,WT
823598,0.0,2108.3.6.ND0002,"(3, 6)",PZA,EC50,WT
823674,0.558711552181887,2167.3.6.ND0002,"(3, 6)",PZA,EC50,WT
823750,82.21999201908649,2164.3.6.ND0002,"(3, 6)",PZA,EC50,WT
823825,0.0,2182.3.6.ND0002,"(3, 6)",PZA,EC50,WT
823899,3.441663161440424,2215.3.6.ND0002,"(3, 6)",PZA,EC50,WT
823972,0.0,2241.3.6.ND0002,"(3, 6)",PZA,EC50,WT
824045,3.441663161440424,2219.3.6.ND0002,"(3, 6)",PZA,EC50,WT
824116,0.0,2283.3.6.ND0002,"(3, 6)",PZA,EC50,WT
824186,0.0,2305.3.6.ND0002,"(3, 6)",PZA,EC50,WT
824658,0.0,99.3.7.ND0002,"(3, 7)",RIF,EC50,WT
824808,0.0,103.3.7.ND0002,"(3, 7)",RIF,EC50,WT
824958,0.0,80.3.7.ND0002,"(3, 7)",RIF,EC50,WT
825291,4.492040879542371,127.3.7.ND0002,"(3, 7)",RIF,EC50,WT
825441,0.0,128.3.7.ND0002,"(3, 7)",RIF,EC50,WT
825871,0.0,117.3.7.ND0002,"(3, 7)",RIF,EC50,WT
826120,13.967788804547174,3.3.7.ND0002,"(3, 7)",RIF,EC50,WT
828081,0.0,627.3.7.ND0002,"(3, 7)",RIF,EC50,WT
828378,5.9670393773025525,719.3.7.ND0002,"(3, 7)",RIF,EC50,WT
828611,0.0,735.3.7.ND0002,"(3, 7)",RIF,EC50,WT
828799,0.0,907.3.7.ND0002,"(3, 7)",RIF,EC50,WT
828903,0.0,1040.3.7.ND0002,"(3, 7)",RIF,EC50,WT
829092,29.70110511779785,1109.3.7.ND0002,"(3, 7)",RIF,EC50,WT
829190,19.7783889472388,1143.3.7.ND0002,"(3, 7)",RIF,EC50,WT
829285,0.0,1204.3.7.ND0002,"(3, 7)",RIF,EC50,WT
829691,0.0,1541.3.7.ND0002,"(3, 7)",RIF,EC50,WT
829841,0.0,111.3.8.ND0002,"(3, 8)",RIF,EC50,WT
829991,0.0,119.3.8.ND0002,"(3, 8)",RIF,EC50,WT
830141,0.0,121.3.8.ND0002,"(3, 8)",RIF,EC50,WT
830290,0.0,123.3.8.ND0002,"(3, 8)",RIF,EC50,WT
830906,36.96435629235364,96.3.8.ND0002,"(3, 8)",RIF,EC50,WT
831321,0.0,130.3.8.ND0002,"(3, 8)",RIF,EC50,WT
831694,0.0,149.3.8.ND0002,"(3, 8)",RIF,EC50,WT
831844,6.637493239920817,31.3.8.ND0002,"(3, 8)",RIF,EC50,WT
831994,0.0,34.3.8.ND0002,"(3, 8)",RIF,EC50,WT
832455,2.7712092988221593,9.3.8.ND0002,"(3, 8)",RIF,EC50,WT
832605,340.5011683617292,11.3.8.ND0002,"(3, 8)",RIF,EC50,WT
832830,9.989762553012138,19.3.8.ND0002,"(3, 8)",RIF,EC50,WT
832980,28.985955327196294,21.3.8.ND0002,"(3, 8)",RIF,EC50,WT
833581,20.35944896150796,181.3.8.ND0002,"(3, 8)",RIF,EC50,WT
